Station,Datetime,Departures,Arrivals,Net_Flow,Risk_Type,Estimated_Bikes_To_Move,Rebalancing_Direction,Priority_Score,Priority_Level
Strachan Ave / Princes' Blvd,2022-08-13 21:00:00,4,0,-4,Shortage Risk,4,Deliver bikes to station,6.437751649736401,High
Temperance St Station,2024-05-22 08:00:00,0,4,4,Overflow Risk,4,Remove bikes from station,6.437751649736401,High
Temperance St Station,2024-05-07 17:00:00,4,0,-4,Shortage Risk,4,Deliver bikes to station,6.437751649736401,High
Temperance St / Bay St,2024-05-14 17:00:00,4,0,-4,Shortage Risk,4,Deliver bikes to station,6.437751649736401,High
Temperance St / Bay St,2024-03-14 08:00:00,0,4,4,Overflow Risk,4,Remove bikes from station,6.437751649736401,High
Temperance St Station,2024-06-11 08:00:00,0,4,4,Overflow Risk,4,Remove bikes from station,6.437751649736401,High
Temperance St Station,2024-06-06 18:00:00,4,0,-4,Shortage Risk,4,Deliver bikes to station,6.437751649736401,High
The Well,2024-06-13 17:00:00,4,0,-4,Shortage Risk,4,Deliver bikes to station,6.437751649736401,High
Bathurst St / Front St W,2024-04-15 17:00:00,4,0,-4,Shortage Risk,4,Deliver bikes to station,6.437751649736401,High
Bathurst St / Adelaide St W,2024-05-17 18:00:00,0,4,4,Overflow Risk,4,Remove bikes from station,6.437751649736401,High
King St W / Bay St (West Side),2024-03-06 08:00:00,0,4,4,Overflow Risk,4,Remove bikes from station,6.437751649736401,High
King St W / Bay St (West Side),2024-04-18 08:00:00,0,4,4,Overflow Risk,4,Remove bikes from station,6.437751649736401,High
King St W / Bay St (West Side),2024-05-21 17:00:00,4,0,-4,Shortage Risk,4,Deliver bikes to station,6.437751649736401,High
King St W / Bay St (West Side),2024-04-10 09:00:00,0,4,4,Overflow Risk,4,Remove bikes from station,6.437751649736401,High
King St W / Bay St (West Side),2024-04-08 08:00:00,0,4,4,Overflow Risk,4,Remove bikes from station,6.437751649736401,High
King St W / Bay St (West Side),2024-04-02 08:00:00,0,4,4,Overflow Risk,4,Remove bikes from station,6.437751649736401,High
King St W / Bay St (West Side),2024-03-26 09:00:00,0,4,4,Overflow Risk,4,Remove bikes from station,6.437751649736401,High
King St W / Bay St (West Side),2024-05-01 09:00:00,0,4,4,Overflow Risk,4,Remove bikes from station,6.437751649736401,High
King St W / Bay St (West Side),2024-04-25 08:00:00,0,4,4,Overflow Risk,4,Remove bikes from station,6.437751649736401,High
King St W / Bay St (West Side),2024-04-24 09:00:00,0,4,4,Overflow Risk,4,Remove bikes from station,6.437751649736401,High
King St W / Bay St (East Side),2024-05-23 16:00:00,4,0,-4,Shortage Risk,4,Deliver bikes to station,6.437751649736401,High
King St W / Bay St (West Side),2024-02-20 09:00:00,0,4,4,Overflow Risk,4,Remove bikes from station,6.437751649736401,High
King St W / Bay St (West Side),2024-02-27 08:00:00,0,4,4,Overflow Risk,4,Remove bikes from station,6.437751649736401,High
Centre Island Ferry Dock,2025-05-26 19:00:00,0,4,4,Overflow Risk,4,Remove bikes from station,6.437751649736401,High
Centre Island,2025-07-26 16:00:00,4,0,-4,Shortage Risk,4,Deliver bikes to station,6.437751649736401,High
King St W / Bay St (West Side),2022-10-27 09:00:00,0,4,4,Overflow Risk,4,Remove bikes from station,6.437751649736401,High
King St W / Bay St (West Side),2024-01-30 08:00:00,0,4,4,Overflow Risk,4,Remove bikes from station,6.437751649736401,High
King St W / Bay St (West Side),2024-01-30 09:00:00,0,4,4,Overflow Risk,4,Remove bikes from station,6.437751649736401,High
King St W / Bay St (West Side),2024-01-31 09:00:00,0,4,4,Overflow Risk,4,Remove bikes from station,6.437751649736401,High
Fort York Blvd / Garrison Rd,2022-08-06 18:00:00,0,4,4,Overflow Risk,4,Remove bikes from station,6.437751649736401,High
Centre Island Ferry Dock,2025-05-19 12:00:00,4,0,-4,Shortage Risk,4,Deliver bikes to station,6.437751649736401,High
King St W / Bay St (West Side),2022-10-25 08:00:00,0,4,4,Overflow Risk,4,Remove bikes from station,6.437751649736401,High
Centre Island Ferry Dock,2025-06-21 12:00:00,4,0,-4,Shortage Risk,4,Deliver bikes to station,6.437751649736401,High
King St W / Bay St (West Side),2022-10-19 09:00:00,0,4,4,Overflow Risk,4,Remove bikes from station,6.437751649736401,High
King St W / Bay St (West Side),2022-09-07 09:00:00,0,4,4,Overflow Risk,4,Remove bikes from station,6.437751649736401,High
Centre Island,2025-08-24 18:00:00,0,4,4,Overflow Risk,4,Remove bikes from station,6.437751649736401,High
Humber Bay Shores Park / Marine Parade Dr,2024-05-18 14:00:00,4,0,-4,Shortage Risk,4,Deliver bikes to station,6.437751649736401,High
Humber Bay Shores Park / Marine Parade Dr,2024-05-15 20:00:00,0,4,4,Overflow Risk,4,Remove bikes from station,6.437751649736401,High
Huron St / Harbord St,2024-02-27 09:00:00,0,4,4,Overflow Risk,4,Remove bikes from station,6.437751649736401,High
Jarvis St / Dundas St E,2022-08-30 18:00:00,4,0,-4,Shortage Risk,4,Deliver bikes to station,6.437751649736401,High
King St E / Ontario St.,2022-06-21 20:00:00,0,4,4,Overflow Risk,4,Remove bikes from station,6.437751649736401,High
John St  / Mercer St - SMART,2024-05-31 09:00:00,4,0,-4,Shortage Risk,4,Deliver bikes to station,6.437751649736401,High
Centre Island Ferry Dock,2025-06-01 15:00:00,0,4,4,Overflow Risk,4,Remove bikes from station,6.437751649736401,High
Centre Island Ferry Dock,2025-07-25 11:00:00,4,0,-4,Shortage Risk,4,Deliver bikes to station,6.437751649736401,High
University Ave / College St (East),2024-05-16 07:00:00,0,4,4,Overflow Risk,4,Remove bikes from station,6.437751649736401,High
University Ave / Gerrard St W (East Side),2024-04-16 08:00:00,0,4,4,Overflow Risk,4,Remove bikes from station,6.437751649736401,High
Front St W / Yonge St (Hockey Hall of Fame),2024-06-12 17:00:00,4,0,-4,Shortage Risk,4,Deliver bikes to station,6.437751649736401,High
Gibraltar Point Beach,2025-06-29 16:00:00,0,4,4,Overflow Risk,4,Remove bikes from station,6.437751649736401,High
Gibraltar Point Beach,2025-06-29 15:00:00,4,0,-4,Shortage Risk,4,Deliver bikes to station,6.437751649736401,High
HTO Park (Queens Quay W),2022-08-19 20:00:00,0,4,4,Overflow Risk,4,Remove bikes from station,6.437751649736401,High
HTO Park (Queens Quay W),2022-07-24 19:00:00,4,0,-4,Shortage Risk,4,Deliver bikes to station,6.437751649736401,High
King St W / Bay St (West Side),2022-09-06 08:00:00,0,4,4,Overflow Risk,4,Remove bikes from station,6.437751649736401,High
University Ave / Gerrard St W (East Side),2024-06-13 07:00:00,0,4,4,Overflow Risk,4,Remove bikes from station,6.437751649736401,High
University Ave / Gerrard St W (East Side),2024-04-23 08:00:00,0,4,4,Overflow Risk,4,Remove bikes from station,6.437751649736401,High
University Ave / Gerrard St W (East Side),2024-05-30 08:00:00,0,4,4,Overflow Risk,4,Remove bikes from station,6.437751649736401,High
University Ave / Gerrard St W (East Side),2024-06-04 08:00:00,0,4,4,Overflow Risk,4,Remove bikes from station,6.437751649736401,High
University Ave / Gerrard St W (East Side),2024-06-05 07:00:00,0,4,4,Overflow Risk,4,Remove bikes from station,6.437751649736401,High
University Ave / Gerrard St W (East Side),2024-02-26 08:00:00,0,4,4,Overflow Risk,4,Remove bikes from station,6.437751649736401,High
Victoria St / Queen St E,2022-06-28 18:00:00,4,0,-4,Shortage Risk,4,Deliver bikes to station,6.437751649736401,High
University Ave / Gerrard St W (East Side),2024-06-12 08:00:00,0,4,4,Overflow Risk,4,Remove bikes from station,6.437751649736401,High
Ward's Island Ferry Dock,2025-06-28 17:00:00,0,4,4,Overflow Risk,4,Remove bikes from station,6.437751649736401,High
Wellington St W / Bay St,2024-05-13 17:00:00,4,0,-4,Shortage Risk,4,Deliver bikes to station,6.437751649736401,High
Wellington St W / Bay St,2024-04-23 08:00:00,0,4,4,Overflow Risk,4,Remove bikes from station,6.437751649736401,High
Yonge St / Alexander St - SMART,2022-12-19 18:00:00,0,4,4,Overflow Risk,4,Remove bikes from station,6.437751649736401,High
Willcocks St / St. George St,2022-10-20 16:00:00,4,0,-4,Shortage Risk,4,Deliver bikes to station,6.437751649736401,High
University Ave / Gerrard St W (East Side),2024-06-11 08:00:00,0,4,4,Overflow Risk,4,Remove bikes from station,6.437751649736401,High
Adelaide St W / Bay St - SMART,2022-08-04 09:00:00,0,4,4,Overflow Risk,4,Remove bikes from station,6.437751649736401,High
University Ave / Gerrard St W (East Side),2024-06-11 09:00:00,0,4,4,Overflow Risk,4,Remove bikes from station,6.437751649736401,High
York St / Queens Quay W,2024-04-24 08:00:00,0,4,4,Overflow Risk,4,Remove bikes from station,6.437751649736401,High
York St / Queens Quay W,2024-05-10 20:00:00,4,0,-4,Shortage Risk,4,Deliver bikes to station,6.437751649736401,High
York St / Queens Quay W,2022-06-03 20:00:00,0,4,4,Overflow Risk,4,Remove bikes from station,6.437751649736401,High
York St / Queens Quay W,2024-04-15 08:00:00,0,4,4,Overflow Risk,4,Remove bikes from station,6.437751649736401,High
College St / Major St,2024-06-04 17:00:00,4,0,-4,Shortage Risk,4,Deliver bikes to station,6.437751649736401,High
York St / Queens Quay W,2024-04-09 08:00:00,0,4,4,Overflow Risk,4,Remove bikes from station,6.437751649736401,High
Adelaide St W / Brant St,2022-09-16 09:00:00,0,4,4,Overflow Risk,4,Remove bikes from station,6.437751649736401,High
College St / Major St,2024-06-12 17:00:00,0,4,4,Overflow Risk,4,Remove bikes from station,6.437751649736401,High
Dundas St E / Regent Park Blvd,2024-05-15 17:00:00,0,4,4,Overflow Risk,4,Remove bikes from station,6.437751649736401,High
College St / Markham St,2024-06-05 17:00:00,0,4,4,Overflow Risk,4,Remove bikes from station,6.437751649736401,High
Coronation Park (Martin Goodman Trail),2024-06-02 18:00:00,4,0,-4,Shortage Risk,4,Deliver bikes to station,6.437751649736401,High
Dundas St E / Parliament St,2024-03-13 21:00:00,0,4,4,Overflow Risk,4,Remove bikes from station,6.437751649736401,High
Dundas St W / Crawford St,2024-05-20 15:00:00,0,4,4,Overflow Risk,4,Remove bikes from station,6.437751649736401,High
Dundas St W / Yonge St,2024-05-16 17:00:00,0,4,4,Overflow Risk,4,Remove bikes from station,6.437751649736401,High
Exhibition GO Station,2024-05-05 11:00:00,4,0,-4,Shortage Risk,4,Deliver bikes to station,6.437751649736401,High
Centre Island Ferry Dock,2025-06-28 14:00:00,0,4,4,Overflow Risk,4,Remove bikes from station,6.437751649736401,High
Bay St / College St (East Side),2024-06-06 17:00:00,5,2,-3,Shortage Risk,3,Deliver bikes to station,6.238324625039507,High
Centre Island Ferry Dock,2025-08-31 12:00:00,5,2,-3,Shortage Risk,3,Deliver bikes to station,6.238324625039507,High
St. George St / Bloor St W,2022-09-29 18:00:00,2,5,3,Overflow Risk,3,Remove bikes from station,6.238324625039507,High
Hanlan's Point Ferry Dock,2025-08-01 13:00:00,5,2,-3,Shortage Risk,3,Deliver bikes to station,6.238324625039507,High
Ward's Island Ferry Dock,2025-08-24 16:00:00,5,2,-3,Shortage Risk,3,Deliver bikes to station,6.238324625039507,High
Centre Island Ferry Dock,2025-08-18 16:00:00,2,5,3,Overflow Risk,3,Remove bikes from station,6.238324625039507,High
York St / Queens Quay W,2024-05-20 14:00:00,5,2,-3,Shortage Risk,3,Deliver bikes to station,6.238324625039507,High
Centre Island Ferry Dock,2025-07-20 11:00:00,5,2,-3,Shortage Risk,3,Deliver bikes to station,6.238324625039507,High
Centre Island Ferry Dock,2025-07-22 19:00:00,2,5,3,Overflow Risk,3,Remove bikes from station,6.238324625039507,High
Centre Island Ferry Dock,2025-07-11 14:00:00,5,2,-3,Shortage Risk,3,Deliver bikes to station,6.238324625039507,High
Centre Island Ferry Dock,2025-07-05 11:00:00,5,2,-3,Shortage Risk,3,Deliver bikes to station,6.238324625039507,High
Centre Island Ferry Dock,2025-07-04 17:00:00,2,5,3,Overflow Risk,3,Remove bikes from station,6.238324625039507,High
Centre Island Ferry Dock,2025-08-09 18:00:00,2,5,3,Overflow Risk,3,Remove bikes from station,6.238324625039507,High
Queens Quay / Yonge St,2024-06-04 17:00:00,5,2,-3,Shortage Risk,3,Deliver bikes to station,6.238324625039507,High
York St / Queens Quay W,2024-06-04 17:00:00,5,2,-3,Shortage Risk,3,Deliver bikes to station,6.238324625039507,High
Centre Island Ferry Dock,2025-07-01 11:00:00,5,2,-3,Shortage Risk,3,Deliver bikes to station,6.238324625039507,High
Centre Island Ferry Dock,2025-06-28 13:00:00,5,2,-3,Shortage Risk,3,Deliver bikes to station,6.238324625039507,High
Centre Island Ferry Dock,2025-06-29 14:00:00,2,5,3,Overflow Risk,3,Remove bikes from station,6.238324625039507,High
Bay St / Queens Quay W (Ferry Terminal),2024-06-09 13:00:00,2,5,3,Overflow Risk,3,Remove bikes from station,6.238324625039507,High
Tommy Thompson Park (Leslie Street Spit),2024-05-19 14:00:00,4,1,-3,Shortage Risk,3,Deliver bikes to station,5.375278407684165,High
College St / Crawford St,2024-06-04 17:00:00,1,4,3,Overflow Risk,3,Remove bikes from station,5.375278407684165,High
Simcoe St / Wellington St W South,2024-05-15 17:00:00,4,1,-3,Shortage Risk,3,Deliver bikes to station,5.375278407684165,High
Centre Island,2025-08-10 14:00:00,4,1,-3,Shortage Risk,3,Deliver bikes to station,5.375278407684165,High
Lake Shore Blvd W / Colborne Lodge Dr,2024-05-26 18:00:00,1,4,3,Overflow Risk,3,Remove bikes from station,5.375278407684165,High
Frederick St / King St E,2024-05-28 17:00:00,4,1,-3,Shortage Risk,3,Deliver bikes to station,5.375278407684165,High
Ward's Island Ferry Dock,2025-08-30 13:00:00,4,1,-3,Shortage Risk,3,Deliver bikes to station,5.375278407684165,High
Church St  / Wood St,2024-05-25 15:00:00,1,4,3,Overflow Risk,3,Remove bikes from station,5.375278407684165,High
Lake Shore Blvd W / Colborne Lodge Dr,2024-05-20 15:00:00,4,1,-3,Shortage Risk,3,Deliver bikes to station,5.375278407684165,High
Bay St / Wellesley St W,2024-05-29 10:00:00,4,1,-3,Shortage Risk,3,Deliver bikes to station,5.375278407684165,High
King St W / Bay St (West Side),2024-05-17 08:00:00,1,4,3,Overflow Risk,3,Remove bikes from station,5.375278407684165,High
Lake Shore Blvd W / Ontario Dr,2022-08-14 14:00:00,1,4,3,Overflow Risk,3,Remove bikes from station,5.375278407684165,High
Hanlan's Point Ferry Dock,2025-08-22 15:00:00,4,1,-3,Shortage Risk,3,Deliver bikes to station,5.375278407684165,High
Bathurst St / Fort York Blvd,2024-05-29 19:00:00,1,4,3,Overflow Risk,3,Remove bikes from station,5.375278407684165,High
Hanlan's Point Ferry Dock,2025-06-29 15:00:00,1,4,3,Overflow Risk,3,Remove bikes from station,5.375278407684165,High
Widmer St / Adelaide St W - SMART,2024-04-09 18:00:00,4,1,-3,Shortage Risk,3,Deliver bikes to station,5.375278407684165,High
Dundas St W / Yonge St,2024-06-12 16:00:00,4,1,-3,Shortage Risk,3,Deliver bikes to station,5.375278407684165,High
Leslie St / Commissioners St,2024-05-18 17:00:00,4,1,-3,Shortage Risk,3,Deliver bikes to station,5.375278407684165,High
Centre Island Ferry Dock,2025-05-31 17:00:00,1,4,3,Overflow Risk,3,Remove bikes from station,5.375278407684165,High
Temperance St Station,2025-06-03 17:00:00,4,1,-3,Shortage Risk,3,Deliver bikes to station,5.375278407684165,High
Ontario Place Blvd / Lake Shore Blvd W (East),2022-09-03 15:00:00,4,1,-3,Shortage Risk,3,Deliver bikes to station,5.375278407684165,High
Wellington St W / Blue Jays Way,2025-08-27 16:00:00,4,1,-3,Shortage Risk,3,Deliver bikes to station,5.375278407684165,High
Temperance St Station,2025-06-03 18:00:00,1,4,3,Overflow Risk,3,Remove bikes from station,5.375278407684165,High
Ontario Place Blvd / Lake Shore Blvd W (East),2022-09-24 12:00:00,1,4,3,Overflow Risk,3,Remove bikes from station,5.375278407684165,High
Carlton St / Parliament St,2024-05-07 17:00:00,1,4,3,Overflow Risk,3,Remove bikes from station,5.375278407684165,High
Bathurst St / Front St W,2024-04-26 08:00:00,4,1,-3,Shortage Risk,3,Deliver bikes to station,5.375278407684165,High
Carlton St / Parliament St,2024-06-04 17:00:00,1,4,3,Overflow Risk,3,Remove bikes from station,5.375278407684165,High
King St W / Bay St (West Side),2024-05-23 17:00:00,4,1,-3,Shortage Risk,3,Deliver bikes to station,5.375278407684165,High
Centre Island Ferry Dock,2025-07-13 21:00:00,1,4,3,Overflow Risk,3,Remove bikes from station,5.375278407684165,High
Centre Island Ferry Dock,2025-07-13 13:00:00,4,1,-3,Shortage Risk,3,Deliver bikes to station,5.375278407684165,High
Union Station,2024-05-23 09:00:00,4,1,-3,Shortage Risk,3,Deliver bikes to station,5.375278407684165,High
Bay St / College St (East Side),2022-06-17 17:00:00,4,1,-3,Shortage Risk,3,Deliver bikes to station,5.375278407684165,High
King St W / Bay St (West Side),2024-05-13 17:00:00,4,1,-3,Shortage Risk,3,Deliver bikes to station,5.375278407684165,High
Fort York  Blvd / Capreol Ct,2024-04-23 08:00:00,4,1,-3,Shortage Risk,3,Deliver bikes to station,5.375278407684165,High
Bay St / Wellesley St W,2024-06-05 19:00:00,4,1,-3,Shortage Risk,3,Deliver bikes to station,5.375278407684165,High
Queens Quay / Yonge St,2024-05-20 13:00:00,1,4,3,Overflow Risk,3,Remove bikes from station,5.375278407684165,High
Centre Island Ferry Dock,2025-06-25 16:00:00,1,4,3,Overflow Risk,3,Remove bikes from station,5.375278407684165,High
Dundas St E / Regent Park Blvd,2024-04-17 17:00:00,1,4,3,Overflow Risk,3,Remove bikes from station,5.375278407684165,High
Bloor St W / Christie St,2024-05-29 16:00:00,4,1,-3,Shortage Risk,3,Deliver bikes to station,5.375278407684165,High
King St W / Charlotte St (West Side),2022-10-07 19:00:00,4,1,-3,Shortage Risk,3,Deliver bikes to station,5.375278407684165,High
Toronto Inukshuk Park,2024-05-24 20:00:00,4,1,-3,Shortage Risk,3,Deliver bikes to station,5.375278407684165,High
King St W / Bay St (West Side),2024-03-26 08:00:00,1,4,3,Overflow Risk,3,Remove bikes from station,5.375278407684165,High
Queens Quay W / Lower Simcoe St,2024-05-19 17:00:00,1,4,3,Overflow Risk,3,Remove bikes from station,5.375278407684165,High
Centre Island Ferry Dock,2025-06-26 18:00:00,1,4,3,Overflow Risk,3,Remove bikes from station,5.375278407684165,High
College St / Major St,2024-05-23 19:00:00,4,1,-3,Shortage Risk,3,Deliver bikes to station,5.375278407684165,High
Queen St W / John St,2024-05-24 18:00:00,4,1,-3,Shortage Risk,3,Deliver bikes to station,5.375278407684165,High
King St W / Tecumseth St,2024-04-15 17:00:00,4,1,-3,Shortage Risk,3,Deliver bikes to station,5.375278407684165,High
Ward's Island Ferry Dock,2025-06-14 18:00:00,1,4,3,Overflow Risk,3,Remove bikes from station,5.375278407684165,High
Centre Island Ferry Dock,2025-07-27 12:00:00,4,1,-3,Shortage Risk,3,Deliver bikes to station,5.375278407684165,High
Centre Island Ferry Dock,2025-07-02 15:00:00,1,4,3,Overflow Risk,3,Remove bikes from station,5.375278407684165,High
Bay St / College St (East Side),2024-05-27 17:00:00,4,1,-3,Shortage Risk,3,Deliver bikes to station,5.375278407684165,High
